transaction_id,date,region,product_category,amount,customer_income,customer_age
486,2024-05-19,East,Home Goods,66.62,64532.31,56.0
487,2024-06-26,North,Groceries,41.48,70047.88,45.0
488,2024-06-11,south,Groceries,66.13,69319.62,39.0
489,2024-05-03,East,Clothing,51.2,,54.0
490,2024-02-02,West,Electronics,40.12,65702.94,38.0
491,2024-06-09,South,Electronics,60.2,66628.48,30.0
492,2024-06-27,North,Home Goods,52.06,50064.01,45.0
493,2024-06-19,East,Home Goods,55.97,,52.0
494,2024-04-10,North,Clothing,53.23,76314.99,36.0
495,2024-01-12,North,Electronics,53.08,,22.0
496,2024-03-07,North,Clothing,62.01,51060.48,10.0
497,2024-03-05,North,Groceries,88.76,84771.67,31.0
498,2024-06-09,North,Clothing,68.73,59714.79,56.0
499,2024-06-16,South,Home Goods,53.29,61275.56,60.0
500,2024-03-14,East,Toys,45.34,61086.85,46.0
501,2024-02-12,West,Electronics,46.99,94546.57,44.0
502,2024-02-13,East,Clothing,31.16,56752.27,44.0
503,2024-01-29,West,Clothing,59.97,,20.0
504,2024-05-20,North,Clothing,34.78,,64.0
505,2024-01-12,South,Electronics,484.86,54157.51,41.0
506,2024-04-04,West,Electronics,60.06,44529.12,35.0
507,2024-02-15,North,Home Goods,46.44,47839.0,33.0
508,2024-05-09,East,Clothing,42.62,32850.73,62.0
509,2024-02-04,East,Clothing,32.04,73222.87,37.0
510,2024-03-21,East,Toys,68.08,62351.2,34.0
511,2024-03-30,North,Home Goods,37.5,63586.64,27.0
512,2024-01-08,South,Electronics,611.25,59213.43,18.0
513,2024-04-02,East,Groceries,23.12,61076.49,33.0
514,2024-06-02,North,Clothing,49.7,84287.09,52.0
515,2024-03-30,East,Home Goods,45.0,48468.41,35.0
516,2024-06-10,West,Groceries,52.73,,59.0
517,2024-04-24,West,Groceries,32.38,64094.87,51.0
518,2024-04-14,South,Clothing,61.01,77129.84,34.0
519,2024-05-14,West,Home Goods,22.41,66579.82,55.0
520,2024-02-27,East,Electronics,48.62,67333.78,41.0
521,2024-04-23,South,Electronics,551.42,41125.96,45.0
522,2024-03-15,North,Clothing,50.87,47866.46,31.0
523,2024-06-05,West,Electronics,52.37,42496.67,54.0
524,2024-04-29,South,Electronics,61.83,22861.92,46.0
525,2024-06-12,South,Home Goods,69.87,,49.0
526,2024-01-21,North,Toys,47.67,56075.57,39.0
527,2024-06-12,West,Clothing,35.48,65986.08,54.0
528,2024-05-17,West,Electronics,58.41,60532.34,67.0
529,2024-04-10,West,Electronics,45.8,63606.54,38.0
530,2024-05-31,South,Electronics,427.98,,53.0
531,2024-06-25,North,Electronics,40.97,60109.43,50.0
532,2024-04-08,East,Toys,37.13,70034.84,38.0
533,2024-02-05,East,Electronics,52.16,55466.34,9.0
534,2024-04-05,North,Clothing,23.89,72371.82,37.0
535,2024-05-31,East,Electronics,42.99,41405.44,43.0
536,2024-05-30,West,Home Goods,45.05,32436.66,57.0
537,2024-02-06,West,Groceries,53.31,91599.91,25.0
538,2024-01-12,West,Toys,35.06,87544.56,14.0
539,2024-04-22,West,Home Goods,36.81,,47.0
540,2024-01-13,South,Clothing,67.35,59458.3,23.0
541,2024-01-23,East,Electronics,49.8,,47.0
542,2024-04-08,West,Groceries,62.97,70844.57,29.0
543,2024-04-14,North,Clothing,41.87,86088.13,25.0
544,2024-01-30,West,Groceries,49.18,44078.85,38.0
545,2024-01-17,East,Electronics,53.22,44884.77,41.0
546,2024-04-22,East,Electronics,76.21,59982.43,53.0
547,2024-03-02,East,Clothing,46.74,45546.33,40.0
548,2024-03-24,West,Groceries,47.51,,28.0
549,2024-04-21,West,Home Goods,66.47,56591.4,56.0
550,2024-03-26,North,Electronics,44.3,72863.16,31.0
551,2024-05-20,West,Clothing,54.27,59692.99,60.0
552,2024-01-19,South,Electronics,65.16,69360.68,39.0
553,2024-06-25,South,Electronics,615.51,67215.09,57.0
554,2024-04-09,East,Clothing,55.11,44595.22,37.0
555,2024-05-19,East,Electronics,76.18,61020.32,40.0
556,2024-05-26,East,Electronics,63.82,37122.59,36.0
557,2024-03-16,West,Clothing,54.27,52321.34,45.0
558,2024-01-09,West,Electronics,46.64,,17.0
559,2024-01-28,East,Electronics,40.94,59982.71,23.0
560,2024-05-07,North,Electronics,35.18,40635.98,56.0
561,2024-02-21,West,Electronics,72.64,,22.0
562,2024-03-23,West,Electronics,69.73,64364.39,40.0
563,2024-04-20,West,Groceries,40.14,72410.9,51.0
564,2024-05-23,North,Electronics,55.07,56895.49,53.0
565,2024-04-26,North,Electronics,51.67,56144.6,64.0
566,2024-03-09,South,Clothing,67.77,73969.14,48.0
567,2024-04-08,North,Groceries,55.74,48419.01,25.0
568,2024-05-19,South,Home Goods,49.66,85905.44,45.0
569,2024-01-25,West,Home Goods,41.87,39820.91,30.0
570,2024-06-28,East,Groceries,55.11,75727.44,60.0
571,2024-05-02,North,Clothing,44.78,68087.52,45.0
572,2024-02-22,South,Groceries,53.31,96151.81,23.0
573,2024-05-30,North,Groceries,48.86,43182.46,63.0
574,2024-05-23,North,Electronics,44.41,24989.66,56.0
575,2024-02-26,South,Electronics,667.29,78741.7,24.0
576,2024-02-08,South,Electronics,566.9,37930.0,27.0
577,2024-04-18,West,Toys,50.64,69236.65,38.0
578,2024-02-11,West,Clothing,76.81,77732.27,36.0
579,2024-06-15,South,Groceries,34.51,65696.41,47.0
580,2024-05-21,East,Clothing,59.38,63482.71,65.0
581,2024-05-01,West,Clothing,48.76,66014.1,64.0
582,2024-05-12,South,Electronics,481.44,,55.0
583,2024-06-11,North,Electronics,58.23,,53.0
584,2024-03-15,West,Home Goods,54.87,41751.24,29.0
585,2024-05-25,North,Groceries,48.8,87375.0,52.0
586,2024-03-16,East,Clothing,39.45,60766.62,22.0
587,2024-01-09,East,Home Goods,54.67,,43.0
588,2024-03-14,South,Electronics,360.75,70664.84,42.0
589,2024-05-24,South,Toys,29.96,77338.92,53.0
590,2024-01-07,West,Clothing,65.19,75781.6,16.0
591,2024-06-22,North,Clothing,23.57,61976.05,49.0
592,2024-05-20,South,Clothing,45.21,61012.0,60.0
593,2024-06-16,West,Electronics,34.26,66129.16,55.0
594,2024-06-18,East,Electronics,43.96,76500.92,42.0
595,2024-05-16,North,Groceries,52.77,43310.67,55.0
596,2024-06-26,West,Home Goods,64.77,69661.43,51.0
597,2024-01-27,South,Home Goods,68.26,46705.16,43.0
598,2024-05-01,West,Electronics,36.22,87768.2,48.0
599,2024-01-05,West,Clothing,43.01,,32.0
600,2024-01-29,East,Electronics,110.79,53759.59,34.0
601,2024-06-13,East,Electronics,46.25,,65.0
602,2024-06-14,West,Groceries,36.77,60138.02,51.0
603,2024-03-23,North,Clothing,39.26,57597.2,33.0
604,2024-05-15,West,Electronics,46.34,32861.62,34.0
605,2024-04-18,North,Electronics,44.11,44637.1,48.0
606,2024-03-05,South,Toys,46.48,57893.2,33.0
607,2024-03-26,South,Electronics,330.0,,54.0
608,2024-05-24,West,Clothing,49.57,51192.36,58.0
609,2024-03-11,West,Clothing,35.67,52501.88,26.0
610,2024-02-14,North,Electronics,55.54,48308.36,25.0
611,2024-05-11,North,Electronics,51.82,,43.0
612,2024-02-05,West,Clothing,57.45,46797.46,51.0
613,2024-03-10,East,Home Goods,24.28,61326.13,45.0
614,2024-06-07,North,Clothing,52.35,54702.54,58.0
615,2024-01-19,East,Groceries,20.22,58218.04,37.0
616,2024-04-17,East,Toys,47.37,,42.0
617,2024-06-15,West,Home Goods,59.87,62695.3,61.0
618,2024-03-31,South,Clothing,65.69,65595.49,30.0
619,2024-03-30,East,Clothing,55.02,48518.74,57.0
620,2024-01-19,East,Groceries,60.13,,16.0
621,2024-02-08,West,Groceries,45.51,68759.55,61.0
622,2024-05-05,East,Clothing,42.36,67314.13,45.0
623,2024-06-21,East,Groceries,90.39,41862.35,47.0
624,2024-05-20,South,Electronics,62.41,51221.29,47.0
625,2024-05-05,West,Clothing,32.41,81503.7,55.0
626,2024-02-27,East,Electronics,23.98,49683.83,24.0
627,2024-05-27,North,Electronics,43.02,83549.82,65.0
628,2024-03-01,East,Electronics,67.88,,38.0
629,2024-05-06,South,Groceries,50.73,62223.24,50.0
630,2024-04-14,North,Clothing,16.64,57192.46,18.0
631,2024-06-15,West,Electronics,47.34,47327.92,50.0
632,2024-01-01,East,Clothing,49.96,47543.87,44.0
633,2024-05-10,West,Clothing,13.76,49436.35,45.0
634,2024-04-01,South,Electronics,346.54,62220.96,31.0
635,2024-04-22,West,Groceries,34.8,73356.26,37.0
636,2024-06-01,North,Home Goods,22.47,61247.35,46.0
637,2024-02-25,South,Home Goods,74.07,59499.33,37.0
638,2024-06-09,West,Groceries,34.14,78155.67,40.0
639,2024-06-14,West,Clothing,39.99,60620.07,35.0
640,2024-04-26,East,Electronics,39.79,51857.05,49.0
641,2024-05-13,South,Electronics,343.75,45033.88,46.0
642,2024-02-27,West,Electronics,76.49,79056.71,39.0
643,2024-02-13,East,Toys,32.06,,46.0
644,2024-06-21,West,Electronics,45.4,,61.0
645,2024-06-08,West,Electronics,51.81,50024.35,43.0
646,2024-06-21,North,Home Goods,36.97,78212.86,55.0
647,2024-03-01,North,Toys,45.16,51405.39,43.0
648,2024-02-16,East,Home Goods,58.92,74856.94,43.0
649,2024-05-28,North,Electronics,38.66,56543.88,55.0
650,2024-03-20,South,Electronics,536.66,41874.3,43.0
651,2024-04-27,West,Clothing,43.53,55012.62,61.0
652,2024-06-12,East,Electronics,48.44,59508.1,49.0
653,2024-05-26,West,Electronics,53.65,,61.0
654,2024-01-20,East,Clothing,58.8,57900.24,27.0
655,2024-05-25,East,Toys,79.06,55170.83,54.0
656,2024-02-16,North,Clothing,10.12,48224.85,43.0
657,2024-02-18,South,Groceries,47.49,60161.06,30.0
658,2024-01-14,South,Groceries,29.53,68114.23,36.0
659,2024-05-22,South,Electronics,524.98,38061.06,59.0
660,2024-06-07,West,Groceries,63.21,79485.93,69.0
661,2024-01-01,South,Electronics,67.97,4550.67,34.0
662,2024-04-26,East,Electronics,68.67,61128.73,49.0
663,2024-02-23,South,Groceries,68.53,,40.0
664,2024-04-27,North,Electronics,47.39,50949.71,51.0
665,2024-01-03,East,Toys,70.98,28112.48,27.0
666,2024-05-23,south,Electronics,73.95,58549.14,47.0
667,2024-01-12,North,Groceries,52.08,62545.44,30.0
668,2024-03-14,North,Clothing,67.66,42769.22,44.0
669,2024-01-16,South,Electronics,378.86,47548.0,17.0
670,2024-04-11,West,Electronics,71.15,74440.68,25.0
671,2024-05-31,south,Groceries,47.58,61765.23,62.0
672,2024-06-04,South,Home Goods,40.86,37369.85,71.0
673,2024-04-26,East,Home Goods,33.2,66747.45,56.0
674,2024-01-08,North,Clothing,47.4,46042.22,25.0
675,2024-05-01,West,Home Goods,51.27,48378.56,37.0
676,2024-04-01,East,Groceries,35.81,,34.0
677,2024-06-12,East,Groceries,46.25,61567.35,43.0
678,2024-03-30,East,Clothing,42.1,,45.0
679,2024-05-15,south,Groceries,33.85,52436.86,59.0
680,2024-02-29,East,Home Goods,65.54,56238.01,42.0
681,2024-06-26,South,Clothing,68.18,48291.1,41.0
682,2024-01-28,West,Home Goods,65.47,,39.0
683,2024-04-10,North,Groceries,48.74,36462.09,47.0
684,2024-02-10,East,Electronics,49.66,56386.82,41.0
685,2024-06-03,East,Electronics,34.05,38108.92,45.0
686,2024-05-24,North,Clothing,56.22,74040.03,45.0
687,2024-06-09,South,Clothing,52.54,56365.34,49.0
688,2024-06-05,West,Home Goods,92.66,44149.97,52.0
689,2024-05-20,West,Electronics,66.31,70275.71,35.0
690,2024-02-15,South,Home Goods,54.73,25621.04,24.0
691,2024-02-04,West,Home Goods,49.38,64213.26,33.0
692,2024-05-13,West,Electronics,65.02,77269.34,38.0
693,2024-03-22,West,Home Goods,36.26,62693.15,3.0
694,2024-04-24,North,Toys,67.09,52402.34,38.0
695,2024-02-16,West,Groceries,33.69,41367.27,38.0
696,2024-06-01,South,Home Goods,41.58,76237.72,39.0
697,2024-01-10,West,Toys,22.43,73911.33,38.0
698,2024-02-25,East,Groceries,59.21,50319.57,37.0
699,2024-01-30,North,Clothing,53.75,50720.44,35.0
700,2024-04-18,West,Home Goods,41.58,77801.51,50.0
701,2024-01-05,South,Groceries,36.06,67974.2,44.0
702,2024-04-28,West,Groceries,70.68,33201.23,52.0
703,2024-02-02,West,Electronics,48.0,57064.46,25.0
704,2024-04-27,East,Home Goods,38.49,56511.65,58.0
705,2024-03-05,south,Electronics,78.83,63714.52,47.0
706,2024-05-25,East,Toys,40.14,60090.69,54.0
707,2024-06-25,North,Clothing,67.08,52309.33,45.0
708,2024-01-11,North,Electronics,32.74,62675.39,42.0
709,2024-03-25,West,Clothing,44.68,53283.34,52.0
710,2024-01-26,South,Electronics,637.79,111212.81,24.0
711,2024-03-03,South,Groceries,49.13,61840.92,33.0
712,2024-03-26,West,Toys,53.66,59779.51,34.0
713,2024-02-28,South,Home Goods,41.92,87642.11,41.0
714,2024-01-27,South,Electronics,26.03,39534.85,28.0
715,2024-06-25,West,Electronics,71.98,58350.41,52.0
716,2024-06-09,North,Home Goods,42.83,45755.95,58.0
717,2024-04-07,West,Toys,54.34,69525.15,31.0
718,2024-04-14,West,Clothing,60.53,52584.76,30.0
719,2024-04-08,West,Clothing,54.63,68701.41,28.0
720,2024-05-08,East,Clothing,39.37,67620.76,48.0
721,2024-05-28,South,Home Goods,67.4,71705.58,48.0
722,2024-02-24,South,Groceries,57.71,67867.78,33.0
723,2024-01-06,West,Electronics,52.98,56639.41,27.0
724,2024-04-04,West,Electronics,52.63,39035.21,29.0
725,2024-05-12,East,Home Goods,75.23,75136.27,42.0
726,2024-04-11,South,Electronics,39.05,81135.41,42.0
727,2024-01-03,North,Clothing,56.23,45931.98,32.0
728,2024-01-23,North,Groceries,42.07,71038.16,45.0
729,2024-02-22,West,Electronics,20.96,,25.0
730,2024-06-13,East,Electronics,20.56,63051.48,44.0
731,2024-03-23,West,Home Goods,34.78,66141.31,22.0
732,2024-05-24,West,Home Goods,40.12,53606.7,55.0
733,2024-03-25,North,Home Goods,82.59,61426.07,22.0
734,2024-03-18,SOUTH ,Home Goods,60.48,72723.05,55.0
735,2024-04-19,East,Groceries,61.83,58358.75,50.0
736,2024-01-01,East,Home Goods,40.44,,44.0
737,2024-02-20,West,Clothing,50.92,41643.31,35.0
738,2024-06-21,West,Groceries,84.59,54138.53,66.0
739,2024-01-04,West,Toys,31.78,42379.18,26.0
740,2024-04-22,South,Electronics,452.7,54339.24,45.0
741,2024-02-01,North,Clothing,74.17,53021.36,26.0
742,2024-02-03,West,Clothing,64.49,72061.57,44.0
743,2024-04-01,North,Electronics,77.02,61102.13,45.0
744,2024-04-04,South,Electronics,53.19,98208.9,34.0
745,2024-03-12,North,Home Goods,59.05,29796.16,34.0
746,2024-02-08,East,Toys,51.65,64700.57,39.0
747,2024-06-02,North,Clothing,58.0,53226.66,56.0
748,2024-06-10,East,Electronics,36.27,45659.39,53.0
749,2024-04-27,West,Electronics,61.89,,49.0
750,2024-01-03,North,Home Goods,54.41,58430.75,35.0
751,2024-05-02,North,Clothing,50.94,76167.19,47.0
752,2024-02-19,South,Clothing,76.2,61368.88,43.0
753,2024-01-12,West,Clothing,46.02,49607.98,33.0
754,2024-02-23,South,Clothing,68.12,65013.16,36.0
755,2024-05-12,South,Clothing,69.61,56555.23,55.0
756,2024-02-26,North,Home Goods,62.83,43117.82,45.0
757,2024-05-24,West,Groceries,35.52,56271.82,54.0
758,2024-04-21,East,Groceries,55.39,63464.13,52.0
759,2024-02-16,West,Clothing,79.38,61084.24,53.0
760,2024-05-30,West,Groceries,22.72,64954.7,53.0
761,2024-03-25,South,Groceries,47.19,52102.72,25.0
762,2024-05-21,West,Electronics,67.43,64764.18,50.0
763,2024-03-06,North,Groceries,48.27,61801.74,27.0
764,2024-03-15,West,Electronics,62.15,61923.44,43.0
765,2024-06-27,East,Home Goods,71.14,60485.35,37.0
766,2024-04-12,West,Clothing,53.48,92641.4,30.0
767,2024-06-14,North,Toys,57.63,76651.89,51.0
768,2024-02-07,North,Electronics,51.38,64430.88,27.0
769,2024-02-19,South,Home Goods,54.47,,52.0
770,2024-04-07,South,Groceries,81.54,55615.01,43.0
771,2024-03-22,South,Home Goods,49.04,,27.0
772,2024-01-30,South,Clothing,44.7,51555.94,14.0
773,2024-03-19,North,Clothing,65.63,57514.06,45.0
774,2024-03-31,East,Home Goods,37.36,56678.95,29.0
775,2024-06-27,West,Electronics,40.78,65518.31,48.0
776,2024-02-21,East,Electronics,40.87,53450.3,38.0
777,2024-06-14,North,Groceries,46.16,,66.0
778,2024-03-19,East,Clothing,46.82,53785.25,27.0
779,2024-01-30,North,Electronics,60.49,79717.66,31.0
780,2024-04-15,West,Electronics,44.86,49705.84,55.0
781,2024-02-20,North,Electronics,61.09,74664.67,36.0
782,2024-03-21,West,Home Goods,62.96,51222.96,39.0
783,2024-05-12,south,Groceries,40.2,47193.81,52.0
784,2024-01-29,West,Home Goods,62.64,49488.11,40.0
785,2024-05-11,East,Toys,64.0,34328.46,54.0
786,2024-05-17,West,Clothing,23.59,66578.98,42.0
787,2024-05-24,West,Electronics,54.4,42540.36,45.0
788,2024-03-14,East,Electronics,42.4,54631.21,31.0
789,2024-01-17,East,Electronics,69.55,71424.32,26.0
790,2024-03-24,East,Toys,42.25,70940.29,25.0
791,2024-03-09,East,Clothing,29.91,38525.12,9.0
792,2024-02-03,East,Electronics,49.55,64658.15,44.0
793,2024-01-06,East,Clothing,36.55,77107.41,22.0
794,2024-02-22,South,Groceries,62.74,50447.36,49.0
795,2024-05-05,North,Groceries,37.87,67703.6,47.0
796,2024-02-12,North,Electronics,49.74,42850.81,19.0
797,2024-04-24,South,Toys,73.19,65784.85,53.0
798,2024-04-20,North,Clothing,66.48,61969.07,47.0
799,2024-05-30,East,Electronics,57.17,69917.2,46.0
800,2024-03-20,South,Home Goods,48.09,68987.19,41.0
801,2024-04-04,West,Electronics,55.74,39697.75,20.0
802,2024-04-27,North,Toys,60.33,62048.3,41.0
803,2024-05-23,SOUTH ,Toys,370.57,,50.0
804,2024-01-08,West,Groceries,62.77,27220.37,40.0
805,2024-05-11,East,Home Goods,33.47,74503.89,51.0
806,2024-04-13,North,Clothing,58.59,84025.58,22.0
807,2024-05-11,West,Toys,33.4,37730.47,53.0
808,2024-01-25,West,Clothing,79.44,49939.51,46.0
809,2024-04-05,South,Groceries,61.45,67766.15,32.0
810,2024-06-03,South,Toys,305.12,46708.12,44.0
811,2024-04-02,West,Toys,49.99,80468.69,37.0
812,2024-06-08,East,Home Goods,42.18,75883.44,53.0
813,2024-06-26,East,Clothing,40.4,39225.55,42.0
814,2024-03-01,West,Toys,52.21,48854.13,21.0
815,2024-05-01,South,Groceries,36.08,71547.55,48.0
816,2024-02-20,East,Toys,61.42,70959.89,37.0
817,2024-05-26,South,Groceries,60.57,93276.6,52.0
818,2024-01-21,West,Clothing,55.27,46801.77,30.0
819,2024-01-05,East,Clothing,49.71,81888.27,36.0
820,2024-04-01,East,Groceries,59.9,46291.29,27.0
821,2024-06-18,South,Home Goods,61.87,67504.81,48.0
822,2024-03-01,South,Clothing,56.82,73385.14,42.0
823,2024-01-22,East,Groceries,30.32,15091.5,40.0
824,2024-05-28,West,Clothing,38.17,,38.0
825,2024-03-10,East,Home Goods,45.98,80768.55,36.0
826,2024-01-01,North,Clothing,27.86,,37.0
827,2024-05-12,West,Electronics,53.36,,38.0
828,2024-01-12,North,Electronics,71.17,74477.66,38.0
829,2024-03-30,south,Electronics,68.78,51941.92,38.0
830,2024-02-15,North,Clothing,61.09,78585.17,34.0
831,2024-02-03,East,Electronics,60.92,51090.51,25.0
832,2024-06-25,North,Electronics,83.23,61236.27,52.0
833,2024-03-18,West,Toys,62.66,72476.75,54.0
834,2024-02-14,East,Home Goods,63.88,66721.21,31.0
835,2024-06-03,North,Clothing,28.42,80266.98,55.0
836,2024-03-13,South,Toys,69.99,97330.12,35.0
837,2024-01-26,North,Electronics,55.98,42939.54,27.0
838,2024-02-16,North,Groceries,48.8,55074.96,32.0
839,2024-04-30,West,Groceries,45.09,64745.68,53.0
840,2024-02-25,East,Clothing,41.77,53052.14,42.0
841,2024-04-03,West,Clothing,68.85,,59.0
842,2024-04-16,East,Clothing,49.57,71637.29,55.0
843,2024-03-03,East,Clothing,42.32,69643.62,23.0
844,2024-02-17,North,Groceries,38.43,63709.99,18.0
845,2024-03-01,South,Electronics,52.56,,31.0
846,2024-03-21,West,Electronics,44.61,56641.95,24.0
847,2024-01-26,West,Electronics,41.18,81067.84,41.0
848,2024-02-05,South,Electronics,471.72,84950.83,41.0
849,2024-01-01,South,Clothing,64.39,75282.21,34.0
850,2024-01-08,East,Electronics,47.93,42759.35,42.0
851,2024-04-22,West,Home Goods,33.72,56066.84,48.0
852,2024-04-08,South,Electronics,45.93,,54.0
853,2024-06-28,East,Electronics,58.24,,56.0
854,2024-02-16,West,Groceries,50.43,61186.26,44.0
855,2024-05-06,North,Electronics,52.86,60333.33,53.0
856,2024-02-25,North,Groceries,50.64,76262.07,23.0
857,2024-01-14,East,Groceries,30.85,52525.64,40.0
858,2024-01-28,West,Electronics,64.23,77449.54,20.0
859,2024-03-18,South,Electronics,24.38,45639.48,29.0
860,2024-05-09,East,Clothing,56.92,47732.41,45.0
861,2024-04-18,East,Electronics,59.23,54309.57,54.0
862,2024-06-02,East,Electronics,46.7,60718.08,52.0
863,2024-01-14,East,Electronics,55.3,23752.31,42.0
864,2024-02-25,East,Electronics,45.84,66889.46,56.0
865,2024-04-24,East,Clothing,55.48,85640.14,63.0
866,2024-01-07,East,Groceries,64.89,69769.04,47.0
867,2024-01-03,East,Groceries,38.12,56839.95,26.0
868,2024-04-20,East,Electronics,60.11,43731.13,61.0
869,2024-05-30,West,Electronics,75.39,32804.67,49.0
870,2024-04-16,North,Home Goods,53.97,35354.65,47.0
871,2024-01-18,West,Groceries,42.45,58037.4,44.0
872,2024-02-07,West,Home Goods,83.95,,20.0
873,2024-04-24,South,Clothing,51.33,19243.9,62.0
874,2024-01-15,East,Groceries,53.47,70503.27,46.0
875,2024-04-28,East,Clothing,53.79,49834.27,54.0
876,2024-01-28,South,Clothing,56.72,54967.58,40.0
877,2024-02-08,South,Clothing,44.92,45934.52,51.0
878,2024-01-17,North,Clothing,52.85,39488.42,33.0
879,2024-03-26,South,Electronics,64.28,61884.56,20.0
880,2024-05-05,West,Clothing,44.4,63942.05,49.0
881,2024-02-13,South,Home Goods,43.7,70025.1,34.0
882,2024-01-25,West,Toys,45.62,34721.34,14.0
883,2024-05-24,East,Clothing,33.53,,34.0
884,2024-01-13,West,Clothing,39.76,73377.11,22.0
885,2024-01-25,East,Electronics,39.15,66367.41,27.0
886,2024-03-08,North,Groceries,49.99,53685.58,31.0
887,2024-05-17,SOUTH ,Clothing,62.54,64626.46,44.0
888,2024-03-07,North,Toys,71.81,57593.26,27.0
889,2024-04-18,East,Clothing,50.86,74527.74,43.0
890,2024-05-25,West,Clothing,56.85,54501.84,49.0
891,2024-04-20,North,Groceries,53.65,61620.37,55.0
892,2024-04-20,South,Home Goods,18.6,,56.0
893,2024-02-03,West,Clothing,32.78,64579.5,53.0
894,2024-04-20,West,Clothing,61.42,48756.68,62.0
895,2024-01-08,East,Toys,62.88,67686.99,31.0
896,2024-06-16,South,Electronics,418.26,71826.37,57.0
897,2024-04-22,East,Home Goods,47.33,50850.41,40.0
898,2024-03-23,South,Electronics,607.97,60467.82,41.0
899,2024-02-11,West,Home Goods,34.57,62617.42,35.0
900,2024-06-17,West,Groceries,36.87,65520.96,58.0
901,2024-04-10,West,Clothing,59.43,71847.87,31.0
902,2024-01-06,West,Home Goods,44.64,69885.17,35.0
903,2024-06-28,North,Electronics,75.36,54301.65,64.0
904,2024-01-26,West,Electronics,72.01,83974.83,27.0
905,2024-03-04,West,Groceries,75.11,71279.81,19.0
906,2024-02-28,North,Clothing,36.25,81077.17,36.0
907,2024-04-18,West,Groceries,57.36,65200.6,63.0
908,2024-04-30,South,Electronics,466.81,66087.08,40.0
909,2024-02-02,East,Electronics,54.92,58242.13,59.0
910,2024-05-29,West,Electronics,37.92,53343.38,48.0
911,2024-01-21,East,Electronics,68.39,74630.07,34.0
912,2024-03-10,North,Clothing,38.2,63968.86,37.0
913,2024-04-21,East,Home Goods,20.79,58026.54,58.0
914,2024-01-04,East,Toys,80.51,44660.63,34.0
915,2024-04-03,West,Home Goods,56.64,83326.73,27.0
916,2024-03-15,East,Electronics,33.96,61689.38,44.0
917,2024-03-02,South,Clothing,47.57,41599.16,40.0
918,2024-04-03,West,Electronics,41.35,61221.34,27.0
919,2024-04-04,East,Electronics,50.09,56986.19,38.0
920,2024-05-31,East,Clothing,62.04,56370.8,41.0
921,2024-02-24,East,Electronics,59.69,68643.9,31.0
922,2024-05-16,West,Electronics,53.81,57006.91,36.0
923,2024-05-10,East,Toys,50.08,55417.51,53.0
924,2024-01-31,East,Clothing,66.18,,32.0
925,2024-02-09,North,Clothing,21.12,33906.5,38.0
926,2024-02-05,south,Electronics,38.77,59229.27,43.0
927,2024-05-31,south,Electronics,35.32,73932.78,45.0
928,2024-01-06,North,Home Goods,65.09,69403.99,37.0
929,2024-03-06,East,Electronics,38.91,75300.73,30.0
930,2024-03-15,West,Clothing,30.71,90323.58,47.0
931,2024-01-04,East,Electronics,58.24,85484.28,27.0
932,2024-03-19,West,Clothing,36.37,42666.98,19.0
933,2024-05-13,West,Electronics,44.74,35839.45,37.0
934,2024-04-27,West,Home Goods,85.72,64902.79,60.0
935,2024-04-22,East,Home Goods,61.81,39688.23,51.0
936,2024-04-03,East,Home Goods,46.83,31102.96,48.0
937,2024-06-27,East,Electronics,48.18,64743.64,46.0
938,2024-03-02,North,Home Goods,63.61,68505.68,58.0
939,2024-03-19,South,Clothing,59.94,85667.11,32.0
940,2024-05-15,West,Clothing,51.13,71526.47,42.0
941,2024-01-26,West,Groceries,51.55,88793.4,57.0
942,2024-06-27,South,Electronics,27.8,65333.31,51.0
943,2024-06-21,East,Electronics,24.65,42955.95,54.0
944,2024-02-13,West,Groceries,47.35,72332.81,33.0
945,2024-05-12,North,Electronics,40.5,80014.7,53.0
946,2024-03-10,South,Groceries,58.79,,27.0
947,2024-06-02,West,Clothing,52.96,81758.26,38.0
948,2024-04-27,East,Home Goods,38.41,58151.24,54.0
949,2024-03-08,North,Toys,52.45,68188.49,35.0
950,2024-01-19,East,Home Goods,43.73,57385.02,48.0
951,2024-01-20,West,Electronics,81.0,95685.65,34.0
952,2024-04-22,East,Electronics,55.79,72618.91,56.0
953,2024-05-19,South,Clothing,26.59,43249.42,47.0
954,2024-02-16,South,Electronics,436.83,87788.96,38.0
955,2024-01-01,East,Electronics,40.5,49002.3,25.0
956,2024-03-30,East,Groceries,35.38,60205.44,26.0
957,2024-05-21,West,Clothing,82.16,67024.51,58.0
958,2024-03-04,North,Toys,55.19,68249.88,11.0
959,2024-02-07,West,Electronics,60.51,67255.83,29.0
960,2024-02-06,North,Electronics,61.0,43004.32,34.0
961,2024-05-05,South,Electronics,627.52,67305.52,43.0
962,2024-05-18,North,Toys,41.41,76509.69,60.0
963,2024-04-09,South,Home Goods,43.86,76077.96,31.0
964,2024-03-17,East,Home Goods,74.13,40472.81,47.0
965,2024-01-03,East,Toys,53.06,50165.21,45.0
966,2024-06-09,North,Clothing,69.69,44332.18,51.0
967,2024-05-13,East,Clothing,48.85,65097.19,46.0
968,2024-06-26,North,Clothing,38.67,36725.28,47.0
969,2024-01-10,West,Groceries,28.37,43158.86,37.0
970,2024-01-05,West,Clothing,59.72,50022.98,36.0
971,2024-05-30,South,Clothing,75.41,33048.15,58.0
